trial,msg_len,flip_pos,beta,alpha,p_percent
780,128,91,76,66,42.22222222222222
781,128,117,67,59,37.22222222222222
782,128,98,65,64,36.11111111111111
783,128,34,71,60,39.44444444444444
784,128,35,69,67,38.333333333333336
785,128,116,56,65,31.11111111111111
786,128,82,64,63,35.55555555555556
787,128,6,70,60,38.88888888888889
788,128,105,65,60,36.11111111111111
789,128,1,67,64,37.22222222222222
790,128,52,65,69,36.11111111111111
791,128,53,70,59,38.88888888888889
792,128,49,63,64,35.0
793,128,27,58,59,32.22222222222222
794,128,62,63,64,35.0
795,128,74,74,64,41.11111111111111
796,128,30,62,63,34.44444444444444
797,128,26,73,57,40.55555555555556
798,128,12,69,64,38.333333333333336
799,128,38,71,66,39.44444444444444
800,128,111,68,61,37.77777777777778
801,128,71,78,57,43.333333333333336
802,128,105,67,57,37.22222222222222
803,128,51,65,58,36.11111111111111
804,128,8,77,66,42.77777777777778
805,128,22,69,64,38.333333333333336
806,128,26,76,58,42.22222222222222
807,128,0,70,59,38.88888888888889
808,128,2,75,70,41.66666666666667
809,128,36,71,61,39.44444444444444
810,128,2,73,59,40.55555555555556
811,128,127,68,66,37.77777777777778
812,128,32,76,59,42.22222222222222
813,128,24,71,66,39.44444444444444
814,128,34,75,63,41.66666666666667
815,128,25,67,61,37.22222222222222
816,128,103,69,64,38.333333333333336
817,128,22,70,62,38.88888888888889
818,128,53,61,66,33.88888888888889
819,128,13,73,67,40.55555555555556
820,128,65,70,71,38.88888888888889
821,128,2,68,63,37.77777777777778
822,128,73,70,62,38.88888888888889
823,128,53,73,67,40.55555555555556
824,128,30,75,62,41.66666666666667
825,128,101,57,58,31.666666666666664
826,128,30,71,58,39.44444444444444
827,128,63,60,58,33.33333333333333
828,128,79,69,59,38.333333333333336
829,128,1,80,58,44.44444444444444
830,128,14,65,67,36.11111111111111
831,128,84,78,64,43.333333333333336
832,128,71,74,66,41.11111111111111
833,128,88,61,70,33.88888888888889
834,128,58,75,59,41.66666666666667
835,128,15,72,65,40.0
836,128,88,75,57,41.66666666666667
837,128,2,72,60,40.0
838,128,75,70,65,38.88888888888889
839,128,61,79,58,43.888888888888886
840,128,110,69,63,38.333333333333336
841,128,75,71,58,39.44444444444444
842,128,125,67,72,37.22222222222222
843,128,101,69,64,38.333333333333336
844,128,44,82,59,45.55555555555556
845,128,46,63,73,35.0
846,128,81,75,66,41.66666666666667
847,128,88,73,58,40.55555555555556
848,128,0,71,61,39.44444444444444
849,128,75,75,67,41.66666666666667
850,128,97,62,63,34.44444444444444
851,128,118,81,65,45.0
852,128,110,80,63,44.44444444444444
853,128,81,69,56,38.333333333333336
854,128,44,73,72,40.55555555555556
855,128,95,72,67,40.0
856,128,8,64,60,35.55555555555556
857,128,23,74,65,41.11111111111111
858,128,90,72,56,40.0
859,128,34,71,62,39.44444444444444
860,128,41,66,64,36.666666666666664
861,128,34,70,55,38.88888888888889
862,128,54,75,58,41.66666666666667
863,128,30,67,56,37.22222222222222
864,128,98,62,58,34.44444444444444
865,128,92,72,68,40.0
866,128,63,69,65,38.333333333333336
867,128,80,64,64,35.55555555555556
868,128,8,63,58,35.0
869,128,68,72,60,40.0
870,128,95,75,73,41.66666666666667
871,128,86,71,55,39.44444444444444
872,128,3,55,60,30.555555555555557
873,128,30,71,66,39.44444444444444
874,128,59,69,67,38.333333333333336
875,128,47,59,62,32.77777777777778
876,128,51,73,71,40.55555555555556
877,128,106,68,65,37.77777777777778
878,128,77,67,59,37.22222222222222
879,128,54,68,66,37.77777777777778
880,128,36,70,62,38.88888888888889
881,128,83,65,63,36.11111111111111
882,128,83,66,68,36.666666666666664
883,128,126,72,69,40.0
884,128,122,77,60,42.77777777777778
885,128,33,67,61,37.22222222222222
886,128,15,75,62,41.66666666666667
887,128,110,66,61,36.666666666666664
888,128,18,79,74,43.888888888888886
889,128,118,70,62,38.88888888888889
890,128,31,79,61,43.888888888888886
891,128,44,75,64,41.66666666666667
892,128,117,66,60,36.666666666666664
893,128,124,69,71,38.333333333333336
894,128,74,64,62,35.55555555555556
895,128,8,77,67,42.77777777777778
896,128,50,72,66,40.0
897,128,28,70,61,38.88888888888889
898,128,104,77,60,42.77777777777778
899,128,40,70,63,38.88888888888889
900,128,43,67,60,37.22222222222222
901,128,20,65,79,36.11111111111111
902,128,97,69,60,38.333333333333336
903,128,100,63,61,35.0
904,128,118,65,59,36.11111111111111
905,128,9,65,69,36.11111111111111
906,128,67,73,61,40.55555555555556
907,128,17,71,67,39.44444444444444
908,128,45,79,59,43.888888888888886
909,128,108,63,62,35.0
910,128,68,67,57,37.22222222222222
911,128,37,74,62,41.11111111111111
912,128,34,74,63,41.11111111111111
913,128,51,66,59,36.666666666666664
914,128,121,63,62,35.0
915,128,53,69,67,38.333333333333336
916,128,49,73,59,40.55555555555556
917,128,66,74,62,41.11111111111111
918,128,106,71,64,39.44444444444444
919,128,79,72,63,40.0
920,128,50,69,59,38.333333333333336
921,128,75,71,62,39.44444444444444
922,128,1,77,65,42.77777777777778
923,128,87,73,59,40.55555555555556
924,128,100,65,66,36.11111111111111
925,128,83,69,68,38.333333333333336
926,128,93,70,61,38.88888888888889
927,128,8,72,58,40.0
928,128,70,66,58,36.666666666666664
929,128,109,71,58,39.44444444444444
930,128,5,70,61,38.88888888888889
931,128,83,69,63,38.333333333333336
932,128,56,61,58,33.88888888888889
933,128,9,79,64,43.888888888888886
934,128,116,62,62,34.44444444444444
935,128,53,65,67,36.11111111111111
936,128,110,69,63,38.333333333333336
937,128,23,61,64,33.88888888888889
938,128,15,69,57,38.333333333333336
939,128,13,76,64,42.22222222222222
940,128,81,72,56,40.0
941,128,67,78,58,43.333333333333336
942,128,30,66,67,36.666666666666664
943,128,17,65,64,36.11111111111111
944,128,25,82,58,45.55555555555556
945,128,62,64,69,35.55555555555556
946,128,62,61,61,33.88888888888889
947,128,5,65,64,36.11111111111111
948,128,88,60,59,33.33333333333333
949,128,115,75,63,41.66666666666667
950,128,50,78,65,43.333333333333336
951,128,62,62,65,34.44444444444444
952,128,68,70,60,38.88888888888889
953,128,13,70,64,38.88888888888889
954,128,60,65,63,36.11111111111111
955,128,57,55,66,30.555555555555557
956,128,17,72,63,40.0
957,128,67,71,65,39.44444444444444
958,128,127,67,57,37.22222222222222
959,128,13,62,60,34.44444444444444
960,128,99,66,57,36.666666666666664
961,128,12,64,66,35.55555555555556
962,128,92,73,60,40.55555555555556
963,128,76,66,70,36.666666666666664
964,128,98,75,63,41.66666666666667
965,128,15,72,63,40.0
966,128,22,80,62,44.44444444444444
967,128,108,73,62,40.55555555555556
968,128,87,72,61,40.0
969,128,108,67,62,37.22222222222222
970,128,4,71,56,39.44444444444444
971,128,59,70,59,38.88888888888889
972,128,74,71,59,39.44444444444444
973,128,60,65,67,36.11111111111111
974,128,70,68,64,37.77777777777778
975,128,0,67,70,37.22222222222222
976,128,21,84,62,46.666666666666664
977,128,86,73,63,40.55555555555556
978,128,111,60,62,33.33333333333333
979,128,51,73,61,40.55555555555556
980,128,93,69,64,38.333333333333336
981,128,69,62,60,34.44444444444444
982,128,24,74,58,41.11111111111111
983,128,9,69,56,38.333333333333336
984,128,73,66,64,36.666666666666664
985,128,98,66,58,36.666666666666664
986,128,73,65,66,36.11111111111111
987,128,122,79,61,43.888888888888886
988,128,64,66,65,36.666666666666664
989,128,97,58,66,32.22222222222222
990,128,71,57,70,31.666666666666664
991,128,127,63,63,35.0
992,128,0,73,65,40.55555555555556
993,128,112,69,64,38.333333333333336
994,128,20,71,55,39.44444444444444
995,128,63,75,60,41.66666666666667
996,128,30,63,56,35.0
997,128,127,75,66,41.66666666666667
998,128,107,76,59,42.22222222222222
999,128,73,59,60,32.77777777777778
